Data,Último,Abertura,Máxima,Mínima,Variacao (%)
2021-11-18,102426.0,102948.0,103757.0,102014.0,-0.0051
2021-11-19,103035.0,102426.0,103975.0,102143.0,0.0059
2021-11-22,102122.0,103036.0,104613.0,102122.0,-0.0089
2021-11-23,103654.0,102124.0,103841.0,101736.0,0.015
2021-11-24,104514.0,103652.0,105041.0,102464.0,0.0083
2021-11-25,105811.0,104514.0,106400.0,104514.0,0.0124
2021-11-26,102224.0,105810.0,105810.0,101495.0,-0.0339
2021-11-29,102814.0,102227.0,104149.0,102226.0,0.0058
2021-11-30,101915.0,102814.0,103066.0,100075.0,-0.0087
2021-12-01,100775.0,101916.0,104087.0,100727.0,-0.0112
2021-12-02,104466.0,100785.0,104466.0,100785.0,0.0366
2021-12-03,105070.0,104467.0,106814.0,104090.0,0.0058
2021-12-06,106859.0,105070.0,107498.0,105070.0,0.017
2021-12-07,107558.0,106868.0,108655.0,106868.0,0.0065
2021-12-08,108096.0,107558.0,108521.0,107309.0,0.005
2021-12-09,106291.0,108095.0,108095.0,105890.0,-0.0167
2021-12-10,107758.0,106296.0,108275.0,106296.0,0.0138
2021-12-13,107383.0,107758.0,109493.0,107383.0,-0.0035
2021-12-14,106760.0,107387.0,109148.0,106445.0,-0.0058
2021-12-15,107431.0,106763.0,107603.0,105697.0,0.0063
2021-12-16,108326.0,107433.0,109034.0,107433.0,0.0083
2021-12-17,107201.0,108324.0,108324.0,106518.0,-0.0104
2021-12-20,105020.0,107171.0,107171.0,104358.0,-0.0203
2021-12-21,105500.0,105020.0,105906.0,105020.0,0.0046
2021-12-22,105244.0,105499.0,105711.0,104386.0,-0.0024
2021-12-23,104891.0,105251.0,105453.0,104637.0,-0.0034
2021-12-27,105554.0,104892.0,105694.0,104798.0,0.0063
2021-12-28,104864.0,105555.0,105652.0,104503.0,-0.0065
2021-12-29,104107.0,104863.0,105190.0,103851.0,-0.0072
2021-12-30,104822.0,104106.0,105269.0,104106.0,0.0069
2022-01-03,103922.0,104823.0,106125.0,103413.0,-0.0086
2022-01-04,103514.0,103922.0,104276.0,103096.0,-0.0039
2022-01-05,101006.0,103514.0,103514.0,100850.0,-0.0242
2022-01-06,101561.0,101006.0,102235.0,101000.0,0.0055
2022-01-07,102719.0,101561.0,102719.0,101104.0,0.0114
2022-01-10,101945.0,102719.0,102719.0,101038.0,-0.0075
2022-01-11,103779.0,101946.0,103780.0,101918.0,0.018
2022-01-12,105686.0,103779.0,105869.0,103771.0,0.0184
2022-01-13,105530.0,105686.0,106251.0,104974.0,-0.0015
2022-01-14,106928.0,105530.0,107062.0,105028.0,0.0132
2022-01-17,106374.0,106927.0,106928.0,106097.0,-0.0052
2022-01-18,106668.0,106369.0,107013.0,105786.0,0.0028
2022-01-19,108013.0,106670.0,108602.0,106669.0,0.0126
2022-01-20,109102.0,108015.0,109873.0,108014.0,0.0101
2022-01-21,108942.0,109097.0,109786.0,108368.0,-0.0015
2022-01-24,107937.0,108941.0,108948.0,106624.0,-0.0092
2022-01-25,110204.0,107935.0,110711.0,107185.0,0.021
2022-01-26,111289.0,110206.0,112695.0,110204.0,0.0098
2022-01-27,112612.0,111303.0,113057.0,111303.0,0.0119
2022-01-28,111910.0,112611.0,112969.0,111407.0,-0.0062
2022-01-31,112144.0,111910.0,112678.0,111195.0,0.0021
2022-02-01,113228.0,112143.0,113302.0,112135.0,0.0097
2022-02-02,111894.0,113228.0,113666.0,111645.0,-0.0118
2022-02-03,111696.0,111897.0,112502.0,111225.0,-0.0018
2022-02-04,112245.0,111696.0,112415.0,110321.0,0.0049
2022-02-07,111996.0,112247.0,112517.0,111490.0,-0.0022
2022-02-08,112234.0,111995.0,112251.0,110943.0,0.0021
2022-02-09,112461.0,112233.0,113163.0,111710.0,0.002
2022-02-10,113368.0,112462.0,113812.0,112163.0,0.0081
2022-02-11,113572.0,113368.0,114899.0,113128.0,0.0018
2022-02-14,113899.0,113643.0,114167.0,113358.0,0.0029
2022-02-15,114828.0,113905.0,114828.0,113882.0,0.0082
2022-02-16,115181.0,114830.0,115734.0,114816.0,0.0031
2022-02-17,113528.0,115181.0,115214.0,113389.0,-0.0144
2022-02-18,112880.0,113534.0,114213.0,112701.0,-0.0057
2022-02-21,111725.0,112880.0,113405.0,111608.0,-0.0102
2022-02-22,112892.0,111727.0,113315.0,111727.0,0.0104
2022-02-23,112008.0,112892.0,113721.0,111748.0,-0.0078
2022-02-24,111592.0,112001.0,112001.0,109125.0,-0.0037
2022-02-25,113142.0,111591.0,113142.0,110673.0,0.0139
2022-03-02,115174.0,113143.0,115429.0,113143.0,0.018
2022-03-03,115166.0,115173.0,115948.0,115010.0,-0.0001
2022-03-04,114474.0,115166.0,115166.0,113389.0,-0.006
2022-03-07,111593.0,114469.0,114529.0,111140.0,-0.0252
2022-03-08,111203.0,111594.0,112390.0,110969.0,-0.0035
2022-03-09,113900.0,111210.0,114051.0,111207.0,0.0243
2022-03-10,113663.0,113900.0,113939.0,111889.0,-0.0021
2022-03-11,111713.0,113664.0,114627.0,111332.0,-0.0172
2022-03-14,109928.0,111716.0,112299.0,109717.0,-0.016
2022-03-15,108959.0,109925.0,109925.0,107781.0,-0.0088
2022-03-16,111112.0,108958.0,111183.0,108958.0,0.0198
2022-03-17,113076.0,111113.0,113088.0,111070.0,0.0177
2022-03-18,115311.0,113076.0,115311.0,112475.0,0.0198
2022-03-21,116155.0,115307.0,116360.0,115208.0,0.0073
2022-03-22,117272.0,116157.0,117541.0,116157.0,0.0096
2022-03-23,117457.0,117270.0,118270.0,117036.0,0.0016
2022-03-24,119053.0,117460.0,119256.0,117151.0,0.0136
2022-03-25,119081.0,119062.0,119729.0,118548.0,0.0002
2022-03-28,118738.0,119082.0,119444.0,118061.0,-0.0029
2022-03-29,120014.0,118740.0,120900.0,118740.0,0.0107
2022-03-30,120260.0,120013.0,120531.0,119775.0,0.002
2022-03-31,119999.0,120261.0,120880.0,119999.0,-0.0022
2022-04-01,121570.0,120001.0,121579.0,120001.0,0.0131
2022-04-04,121280.0,121569.0,121570.0,120754.0,-0.0024
2022-04-05,118885.0,121279.0,121628.0,118794.0,-0.0197
2022-04-06,118228.0,118885.0,118885.0,116791.0,-0.0055
2022-04-07,118862.0,118226.0,119247.0,117509.0,0.0054
2022-04-08,118322.0,118861.0,118868.0,117487.0,-0.0045
2022-04-11,116953.0,118320.0,118320.0,116953.0,-0.0116
2022-04-12,116147.0,116963.0,118615.0,116054.0,-0.0069
2022-04-13,116782.0,116150.0,117329.0,116150.0,0.0055
2022-04-14,116182.0,116781.0,116781.0,115624.0,-0.0051
2022-04-18,115687.0,116182.0,116191.0,115177.0,-0.0043
2022-04-19,115057.0,115687.0,115687.0,114277.0,-0.0054
2022-04-20,114344.0,115057.0,115057.0,113945.0,-0.0062
2022-04-22,111078.0,114343.0,114343.0,110591.0,-0.0286
2022-04-25,110685.0,111077.0,111155.0,109222.0,-0.0035
2022-04-26,108213.0,110684.0,110685.0,107978.0,-0.0223
2022-04-27,109349.0,108214.0,110107.0,108214.0,0.0105
2022-04-28,109919.0,109349.0,110702.0,108905.0,0.0052
2022-04-29,107876.0,109922.0,111819.0,107876.0,-0.0186
2022-05-02,106639.0,107876.0,107884.0,105218.0,-0.0115
2022-05-03,106528.0,106640.0,107127.0,106033.0,-0.001
2022-05-04,108344.0,106529.0,108382.0,104933.0,0.017
2022-05-05,105304.0,108337.0,108337.0,103923.0,-0.0281
2022-05-06,105135.0,105303.0,106268.0,103984.0,-0.0016
2022-05-09,103250.0,105109.0,105109.0,102768.0,-0.0179
2022-05-10,103110.0,103251.0,104286.0,102386.0,-0.0014
2022-05-11,104397.0,103110.0,105374.0,103008.0,0.0125
2022-05-12,105688.0,104395.0,105708.0,103579.0,0.0124
2022-05-13,106924.0,105691.0,107773.0,105691.0,0.0117
2022-05-16,108233.0,106925.0,108795.0,106852.0,0.0122
2022-05-17,108789.0,108246.0,109774.0,108245.0,0.0051
2022-05-18,106247.0,108788.0,108923.0,106038.0,-0.0234
2022-05-19,107005.0,106249.0,107420.0,105760.0,0.0071
2022-05-20,108488.0,107056.0,108795.0,107056.0,0.0139
2022-05-23,110346.0,108500.0,110680.0,108500.0,0.0171
2022-05-24,110581.0,110340.0,110635.0,108399.0,0.0021
2022-05-25,110580.0,110580.0,111006.0,109699.0,0.0
2022-05-26,111890.0,110577.0,112102.0,110388.0,0.0118
2022-05-27,111942.0,111890.0,112441.0,111558.0,0.0005
2022-05-30,111032.0,111944.0,112690.0,110655.0,-0.0081
2022-05-31,111351.0,111036.0,111903.0,110685.0,0.0029
2022-06-01,111360.0,111351.0,111931.0,110822.0,0.0001
2022-06-02,112393.0,111363.0,112709.0,111218.0,0.0093
2022-06-03,111102.0,112392.0,112392.0,110935.0,-0.0115
2022-06-06,110186.0,111102.0,111935.0,110015.0,-0.0082
2022-06-07,110070.0,110185.0,110435.0,109394.0,-0.0011
2022-06-08,108368.0,110067.0,110142.0,108045.0,-0.0155
2022-06-09,107094.0,108367.0,108510.0,107068.0,-0.0118
2022-06-10,105481.0,107091.0,107092.0,104648.0,-0.0151
2022-06-13,102598.0,105476.0,105478.0,101700.0,-0.0273
2022-06-14,102063.0,102598.0,103328.0,101325.0,-0.0052
2022-06-15,102807.0,102068.0,103952.0,102046.0,0.0073
2022-06-17,99825.0,102800.0,102801.0,98402.0,-0.029
2022-06-20,99853.0,99824.0,100481.0,98409.0,0.0003
2022-06-21,99685.0,99854.0,101069.0,99167.0,-0.0017
2022-06-22,99522.0,99678.0,100374.0,98050.0,-0.0016
2022-06-23,98080.0,99523.0,100232.0,97775.0,-0.0145
2022-06-24,98672.0,98081.0,99313.0,98031.0,0.006
2022-06-27,100764.0,98673.0,101106.0,98672.0,0.0212
2022-06-28,100591.0,100766.0,102237.0,99956.0,-0.0017
2022-06-29,99622.0,100592.0,101313.0,99218.0,-0.0096
2022-06-30,98542.0,99619.0,99619.0,97758.0,-0.0108
2022-07-01,98954.0,98542.0,99340.0,97231.0,0.0042
2022-07-04,98609.0,98952.0,99353.0,98264.0,-0.0035
2022-07-05,98295.0,98608.0,98608.0,96499.0,-0.0032
2022-07-06,98719.0,98294.0,99141.0,97423.0,0.0043
2022-07-07,100730.0,98722.0,101420.0,98722.0,0.0204
2022-07-08,100289.0,100732.0,101577.0,99958.0,-0.0044
2022-07-11,98212.0,100282.0,100282.0,97854.0,-0.0207
2022-07-12,98271.0,98212.0,98737.0,97253.0,0.0006
2022-07-13,97881.0,98258.0,98928.0,97403.0,-0.004
2022-07-14,96121.0,97879.0,97879.0,95431.0,-0.018
2022-07-15,96551.0,96119.0,96971.0,95267.0,0.0045
2022-07-18,96916.0,96553.0,98291.0,96553.0,0.0038
2022-07-19,98245.0,96920.0,98346.0,96917.0,0.0137
2022-07-20,98287.0,98244.0,98366.0,97277.0,0.0004
2022-07-21,99033.0,98286.0,99057.0,97088.0,0.0076
2022-07-22,98925.0,99034.0,99724.0,98321.0,-0.0011
2022-07-25,100270.0,98926.0,100508.0,98925.0,0.0136
2022-07-26,99772.0,100270.0,100753.0,99365.0,-0.005
2022-07-27,101438.0,99773.0,101471.0,99772.0,0.0167
2022-07-28,102597.0,101437.0,102686.0,101045.0,0.0114
2022-07-29,103165.0,102597.0,103989.0,102514.0,0.0055
2022-08-01,102225.0,103165.0,103317.0,101764.0,-0.0091
2022-08-02,103362.0,102225.0,103660.0,101694.0,0.0111
2022-08-03,103775.0,103362.0,103878.0,102822.0,0.004
2022-08-04,105892.0,103777.0,106162.0,103777.0,0.0204
2022-08-05,106472.0,105893.0,107176.0,105518.0,0.0055
2022-08-08,108402.0,106473.0,108489.0,106473.0,0.0181
2022-08-09,108651.0,108403.0,109331.0,107842.0,0.0023
2022-08-10,110236.0,108658.0,110362.0,108657.0,0.0146
2022-08-11,109718.0,110236.0,111310.0,109604.0,-0.0047
2022-08-12,112764.0,109718.0,112764.0,109718.0,0.0278
2022-08-15,113032.0,112767.0,113214.0,111067.0,0.0024
2022-08-16,113512.0,113034.0,113626.0,112690.0,0.0043
2022-08-17,113708.0,113508.0,114146.0,112483.0,0.0017
2022-08-18,113813.0,113708.0,114375.0,113304.0,0.0009
2022-08-19,111496.0,113807.0,113807.0,111146.0,-0.0204
2022-08-22,110501.0,111487.0,111487.0,109858.0,-0.0089
2022-08-23,112857.0,110504.0,112965.0,110503.0,0.0213
2022-08-24,112898.0,112856.0,113888.0,112632.0,0.0004
2022-08-25,113532.0,112898.0,114156.0,112768.0,0.0056
2022-08-26,112299.0,113533.0,114091.0,111978.0,-0.0109
2022-08-29,112323.0,112296.0,113222.0,111689.0,0.0002
2022-08-30,110431.0,112323.0,112869.0,110103.0,-0.0168
2022-08-31,109523.0,110431.0,111364.0,109523.0,-0.0082
2022-09-01,110405.0,109524.0,110405.0,108217.0,0.0081
2022-09-02,110864.0,110409.0,112264.0,110409.0,0.0042
2022-09-05,112203.0,110868.0,112671.0,110865.0,0.0121
2022-09-06,109764.0,112203.0,112203.0,109348.0,-0.0217
2022-09-08,109916.0,109771.0,110768.0,108619.0,0.0014
2022-09-09,112300.0,109922.0,112540.0,109922.0,0.0217
2022-09-12,113407.0,112307.0,114160.0,112305.0,0.0098
2022-09-13,110794.0,113398.0,113400.0,110522.0,-0.023
2022-09-14,110547.0,110794.0,111504.0,110118.0,-0.0022
2022-09-15,109954.0,110547.0,111100.0,109524.0,-0.0054
2022-09-16,109280.0,109951.0,109952.0,108489.0,-0.0061
2022-09-19,111824.0,109283.0,111976.0,108508.0,0.0233
2022-09-20,112517.0,111824.0,112544.0,111393.0,0.0062
2022-09-21,111936.0,112517.0,113294.0,111380.0,-0.0052
2022-09-22,114070.0,111942.0,114392.0,111819.0,0.0191
2022-09-23,111716.0,114070.0,114070.0,110732.0,-0.0206
2022-09-26,109114.0,111713.0,111713.0,109022.0,-0.0233
2022-09-27,108376.0,109122.0,110161.0,108120.0,-0.0068
2022-09-28,108451.0,108377.0,108970.0,107914.0,0.0007
2022-09-29,107664.0,108449.0,108449.0,106244.0,-0.0073
2022-09-30,110037.0,107664.0,110502.0,107315.0,0.022
2022-10-03,116134.0,110048.0,116134.0,110048.0,0.0554
2022-10-04,116230.0,116147.0,118280.0,115837.0,0.0008
2022-10-05,117198.0,116231.0,117514.0,115906.0,0.0083
2022-10-06,117561.0,117200.0,118382.0,117144.0,0.0031
2022-10-07,116375.0,117560.0,117960.0,115924.0,-0.0101
2022-10-10,115941.0,116377.0,116841.0,115261.0,-0.0037
2022-10-11,114827.0,115928.0,115928.0,114297.0,-0.0096
2022-10-13,114300.0,114819.0,115367.0,112690.0,-0.0046
2022-10-14,112072.0,114301.0,114712.0,111631.0,-0.0195
2022-10-17,113624.0,112107.0,114406.0,112090.0,0.0138
2022-10-18,115743.0,113627.0,115795.0,113627.0,0.0187
2022-10-19,116274.0,115744.0,116459.0,115264.0,0.0046
2022-10-20,117171.0,116276.0,117367.0,116276.0,0.0077
2022-10-21,119929.0,117170.0,120752.0,116736.0,0.0235
2022-10-24,116013.0,119922.0,119924.0,115793.0,-0.0327
2022-10-25,114626.0,116016.0,116203.0,114626.0,-0.012
2022-10-26,112764.0,114626.0,114626.0,112577.0,-0.0162
2022-10-27,114641.0,112766.0,116236.0,112765.0,0.0166
2022-10-28,114539.0,114636.0,114712.0,113336.0,-0.0009
2022-10-31,116037.0,114533.0,116763.0,112113.0,0.0131
2022-11-01,116929.0,116037.0,118261.0,115547.0,0.0077
2022-11-03,116896.0,116927.0,117373.0,114485.0,-0.0003
2022-11-04,118155.0,116907.0,120039.0,116904.0,0.0108
2022-11-07,115342.0,118148.0,118240.0,115221.0,-0.0238
2022-11-08,116160.0,115340.0,117072.0,114688.0,0.0071
2022-11-09,113580.0,116153.0,116183.0,113110.0,-0.0222
2022-11-10,109775.0,113579.0,113579.0,108516.0,-0.0335
2022-11-11,112253.0,109775.0,113010.0,109408.0,0.0226
2022-11-14,113161.0,112256.0,114322.0,111930.0,0.0081
2022-11-16,110243.0,113166.0,113473.0,109512.0,-0.0258
2022-11-17,109703.0,110241.0,110242.0,107245.0,-0.0049
2022-11-18,108870.0,109706.0,111585.0,108512.0,-0.0076
2022-11-21,109748.0,108868.0,110235.0,107957.0,0.0081
2022-11-22,109037.0,109750.0,110224.0,107867.0,-0.0065
2022-11-23,108841.0,109036.0,109285.0,107902.0,-0.0018
2022-11-24,111831.0,108846.0,112612.0,108846.0,0.0275
2022-11-25,108977.0,111831.0,112025.0,108552.0,-0.0255
2022-11-28,108782.0,108977.0,109476.0,108378.0,-0.0018
2022-11-29,110910.0,108784.0,112187.0,108784.0,0.0196
2022-11-30,112486.0,110910.0,112486.0,110202.0,0.0142
2022-12-01,110926.0,112479.0,112479.0,110548.0,-0.0139
2022-12-02,111924.0,110926.0,113761.0,109963.0,0.009
2022-12-05,109401.0,111922.0,112150.0,109270.0,-0.0225
2022-12-06,110189.0,109403.0,110663.0,109217.0,0.0072
2022-12-07,109069.0,110188.0,110247.0,108612.0,-0.0102
2022-12-08,107249.0,109068.0,109286.0,106906.0,-0.0167
2022-12-09,107520.0,107250.0,108566.0,107089.0,0.0025
2022-12-12,105343.0,107518.0,107561.0,103877.0,-0.0202
2022-12-13,103540.0,105345.0,106689.0,103409.0,-0.0171
2022-12-14,103746.0,103536.0,104516.0,101632.0,0.002
2022-12-15,103738.0,103739.0,105483.0,103014.0,-0.0001
2022-12-16,102856.0,103737.0,104018.0,102248.0,-0.0085
2022-12-19,104740.0,102859.0,105107.0,102770.0,0.0183
2022-12-20,106864.0,104740.0,107792.0,104607.0,0.0203
2022-12-21,107433.0,106866.0,107991.0,106066.0,0.0053
2022-12-22,107552.0,107436.0,108383.0,106510.0,0.0011
2022-12-23,109698.0,107552.0,109994.0,107552.0,0.02
2022-12-26,108738.0,109699.0,109755.0,108309.0,-0.0087
2022-12-27,108578.0,108739.0,109353.0,107418.0,-0.0015
2022-12-28,110237.0,108578.0,110536.0,108578.0,0.0153
2022-12-29,109735.0,110237.0,111178.0,109560.0,-0.0046
2023-01-02,106376.0,109734.0,109734.0,105981.0,-0.0306
2023-01-03,104166.0,106377.0,106684.0,103852.0,-0.0208
2023-01-04,105334.0,104167.0,105627.0,103915.0,0.0112
2023-01-05,107641.0,105336.0,107743.0,105333.0,0.0219
2023-01-06,108964.0,107642.0,109433.0,107642.0,0.0123
2023-01-09,109130.0,108964.0,109938.0,108134.0,0.0015
2023-01-10,110817.0,109129.0,111193.0,108478.0,0.0155
2023-01-11,112517.0,110816.0,112552.0,110752.0,0.0153
2023-01-12,111850.0,112516.0,113129.0,110982.0,-0.0059
2023-01-13,110916.0,111843.0,111847.0,110428.0,-0.0084
2023-01-16,109213.0,110908.0,110908.0,108753.0,-0.0154
2023-01-17,111439.0,109214.0,111577.0,109214.0,0.0204
2023-01-18,112228.0,111442.0,113306.0,111441.0,0.0071
2023-01-19,112922.0,112219.0,113172.0,111307.0,0.0062
2023-01-20,112041.0,112922.0,113025.0,111735.0,-0.0078
2023-01-23,111737.0,112041.0,113061.0,111542.0,-0.0027
2023-01-24,113028.0,111746.0,113040.0,111669.0,0.0116
2023-01-25,114270.0,113028.0,114426.0,111927.0,0.011
2023-01-26,114178.0,114271.0,114835.0,113591.0,-0.0008
2023-01-27,112316.0,114178.0,114191.0,112044.0,-0.0163
2023-01-30,112273.0,112319.0,112920.0,111824.0,-0.0004
2023-01-31,113431.0,112273.0,113691.0,112145.0,0.0103
2023-02-01,112074.0,113430.0,113598.0,110729.0,-0.012
2023-02-02,110141.0,112072.0,112943.0,109747.0,-0.0172
2023-02-03,108523.0,110141.0,110570.0,108185.0,-0.0147
2023-02-06,108722.0,108518.0,108744.0,107416.0,0.0018
2023-02-07,107830.0,108727.0,109037.0,107234.0,-0.0082
2023-02-08,109951.0,107832.0,110175.0,107830.0,0.0197
2023-02-09,108008.0,109952.0,110046.0,107767.0,-0.0177
2023-02-10,108078.0,108002.0,108647.0,107620.0,0.0007
2023-02-13,108836.0,108074.0,109193.0,107420.0,0.007
2023-02-14,107849.0,108839.0,109564.0,107557.0,-0.0091
2023-02-15,109600.0,107849.0,110210.0,107267.0,0.0162
2023-02-16,109941.0,109599.0,110437.0,108378.0,0.0031
2023-02-17,109177.0,109941.0,109941.0,108968.0,-0.007
2023-02-22,107152.0,109174.0,109174.0,106720.0,-0.0185
2023-02-23,107593.0,107152.0,108663.0,106731.0,0.0041
2023-02-24,105798.0,107582.0,107611.0,105360.0,-0.0167
2023-02-27,105711.0,105807.0,106402.0,105227.0,-0.0008
2023-02-28,104932.0,105706.0,106794.0,104932.0,-0.0074
2023-03-01,104385.0,104933.0,105497.0,103105.0,-0.0052
2023-03-02,103326.0,104375.0,104912.0,103321.0,-0.0101
2023-03-03,103866.0,103326.0,104440.0,103323.0,0.0052
2023-03-06,104700.0,103865.0,105171.0,103170.0,0.008
2023-03-07,104228.0,104700.0,105179.0,103480.0,-0.0045
2023-03-08,106540.0,104228.0,106721.0,104228.0,0.0222
2023-03-09,105071.0,106540.0,106724.0,105053.0,-0.0138
2023-03-10,103618.0,105071.0,105071.0,103201.0,-0.0138
2023-03-13,103121.0,103608.0,103907.0,102255.0,-0.0048
2023-03-14,102932.0,103121.0,104153.0,102482.0,-0.0018
2023-03-15,102675.0,102930.0,103048.0,100692.0,-0.0025
2023-03-16,103435.0,102683.0,103911.0,102455.0,0.0074
2023-03-17,101982.0,103434.0,103434.0,101664.0,-0.014
2023-03-20,100923.0,101982.0,102328.0,100679.0,-0.0104
2023-03-21,100998.0,100923.0,101670.0,100923.0,0.0007
2023-03-22,100221.0,100998.0,101888.0,100129.0,-0.0077
2023-03-23,97926.0,100221.0,101126.0,96997.0,-0.0229
2023-03-24,98829.0,97926.0,99258.0,97688.0,0.0092
2023-03-27,99670.0,98833.0,99997.0,98833.0,0.0085
2023-03-28,101185.0,99672.0,101559.0,99488.0,0.0152
2023-03-29,101793.0,101185.0,102213.0,100248.0,0.006
2023-03-30,103713.0,101796.0,104085.0,101796.0,0.0189
2023-03-31,101882.0,103714.0,104041.0,101476.0,-0.0177
2023-04-03,101506.0,101883.0,101916.0,100651.0,-0.0037
2023-04-04,101869.0,101505.0,103056.0,101505.0,0.0036
2023-04-05,100978.0,101869.0,101960.0,99898.0,-0.0088
2023-04-06,100822.0,100978.0,101628.0,100443.0,-0.0015
2023-04-10,101847.0,100822.0,102196.0,100819.0,0.0102
2023-04-11,106214.0,101849.0,106455.0,101848.0,0.0429
2023-04-12,106890.0,106218.0,108277.0,106217.0,0.0064
2023-04-13,106458.0,106890.0,107037.0,106220.0,-0.004
2023-04-14,106279.0,106458.0,106701.0,104934.0,-0.0017
2023-04-17,106016.0,106279.0,106830.0,105623.0,-0.0025
2023-04-18,106163.0,106023.0,106475.0,105122.0,0.0014
2023-04-19,103913.0,106149.0,106149.0,103604.0,-0.0212
2023-04-20,104367.0,103913.0,104615.0,103087.0,0.0044
2023-04-24,103947.0,104367.0,104822.0,103247.0,-0.004
2023-04-25,103220.0,103947.0,103947.0,102633.0,-0.007
2023-04-26,102312.0,103220.0,103668.0,102233.0,-0.0088
2023-04-27,102923.0,102310.0,103177.0,101975.0,0.006
2023-04-28,104432.0,102923.0,104432.0,102449.0,0.0147
2023-05-02,101927.0,104431.0,104447.0,101569.0,-0.024
2023-05-03,101797.0,101927.0,102331.0,101433.0,-0.0013
2023-05-04,102174.0,101798.0,103321.0,101063.0,0.0037
2023-05-05,105148.0,102175.0,105306.0,102175.0,0.0291
2023-05-08,106042.0,105161.0,106716.0,105161.0,0.0085
2023-05-09,107114.0,106028.0,107731.0,105549.0,0.0101
2023-05-10,107448.0,107114.0,107744.0,106538.0,0.0031
2023-05-11,108256.0,107446.0,108667.0,106419.0,0.0075
2023-05-12,108464.0,108256.0,108817.0,107497.0,0.0019
2023-05-15,109029.0,108469.0,109271.0,108356.0,0.0052
2023-05-16,108194.0,109029.0,110151.0,108085.0,-0.0077
2023-05-17,109460.0,108194.0,109774.0,108188.0,0.0117
2023-05-18,110108.0,109459.0,110206.0,108864.0,0.0059
2023-05-19,110745.0,110113.0,111211.0,109787.0,0.0058
2023-05-22,110213.0,110745.0,111643.0,110178.0,-0.0048
2023-05-23,109929.0,110213.0,111325.0,109713.0,-0.0026
2023-05-24,108800.0,109920.0,109920.0,108546.0,-0.0103
2023-05-25,110054.0,108800.0,111115.0,108800.0,0.0115
2023-05-26,110906.0,110058.0,111706.0,109900.0,0.0077
2023-05-29,110333.0,110906.0,111168.0,110195.0,-0.0052
2023-05-30,108967.0,110333.0,111291.0,108552.0,-0.0124
2023-05-31,108335.0,108967.0,109137.0,108193.0,-0.0058
2023-06-01,110565.0,108339.0,110745.0,108335.0,0.0206
2023-06-02,112558.0,110568.0,113070.0,110567.0,0.018
2023-06-05,112696.0,112558.0,113071.0,111736.0,0.0012
2023-06-06,114610.0,112697.0,114783.0,112696.0,0.017
2023-06-07,115488.0,114610.0,115978.0,114610.0,0.0077
2023-06-09,117019.0,115489.0,117603.0,115489.0,0.0133
2023-06-12,117336.0,117022.0,117735.0,116704.0,0.0027
2023-06-13,116743.0,117337.0,117924.0,116363.0,-0.0051
2023-06-14,119069.0,116753.0,119085.0,116745.0,0.0199
2023-06-15,119221.0,119068.0,119686.0,118693.0,0.0013
2023-06-16,118758.0,119208.0,119555.0,118487.0,-0.0039
2023-06-19,119858.0,118757.0,119939.0,118558.0,0.0093
2023-06-20,119622.0,119858.0,119858.0,118416.0,-0.002
2023-06-21,120420.0,119623.0,120519.0,119332.0,0.0067
2023-06-22,118934.0,120420.0,120420.0,118018.0,-0.0123
2023-06-23,118977.0,118959.0,119386.0,118178.0,0.0004
2023-06-26,118243.0,118977.0,119148.0,117491.0,-0.0062
2023-06-27,117523.0,118246.0,119212.0,116561.0,-0.0061
2023-06-28,116681.0,117524.0,117937.0,116560.0,-0.0072
2023-06-29,118383.0,116683.0,118623.0,116683.0,0.0146
2023-06-30,118087.0,118388.0,119447.0,118087.0,-0.0025
2023-07-03,119673.0,118092.0,119877.0,118092.0,0.0134
2023-07-04,119076.0,119673.0,119678.0,118830.0,-0.005
2023-07-05,119549.0,119072.0,120200.0,118688.0,0.004
2023-07-06,117426.0,119548.0,119548.0,117096.0,-0.0178
2023-07-07,118898.0,117427.0,119549.0,117427.0,0.0125
2023-07-10,117942.0,118897.0,118897.0,117814.0,-0.008
2023-07-11,117556.0,117942.0,117942.0,115704.0,-0.0033
2023-07-12,117666.0,117557.0,119156.0,117557.0,0.0009
2023-07-13,119264.0,117671.0,119739.0,117668.0,0.0136
2023-07-14,117711.0,119268.0,119329.0,117526.0,-0.013
2023-07-17,118219.0,117711.0,118302.0,116591.0,0.0043
2023-07-18,117841.0,118218.0,118732.0,117324.0,-0.0032
2023-07-19,117552.0,117842.0,118011.0,116660.0,-0.0025
2023-07-20,118083.0,117558.0,118290.0,117484.0,0.0045
2023-07-21,120217.0,118090.0,120373.0,118086.0,0.0181
2023-07-24,121342.0,120220.0,121772.0,120099.0,0.0094
2023-07-25,122008.0,121344.0,123010.0,121344.0,0.0055
2023-07-26,122560.0,122003.0,122747.0,121370.0,0.0045
2023-07-27,119990.0,122560.0,122599.0,119825.0,-0.021
2023-07-28,120187.0,120002.0,120660.0,119706.0,0.0016
2023-07-31,121943.0,120188.0,122149.0,120188.0,0.0146
2023-08-01,121248.0,121945.0,121945.0,120154.0,-0.0057
2023-08-02,120859.0,121249.0,121252.0,119798.0,-0.0032
2023-08-03,120586.0,120859.0,122619.0,120365.0,-0.0023
2023-08-04,119508.0,120586.0,121442.0,119215.0,-0.0089
2023-08-07,119380.0,119509.0,120104.0,118894.0,-0.0011
2023-08-08,119090.0,119378.0,119553.0,117492.0,-0.0024
